what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363597953230
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1363597954268
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363597955281
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1363597969580
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363597969580
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363597969588
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363597969601
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363597969608
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363597969616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363597970493
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598216176
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598224163
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598240905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598647223
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598655917
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363598656279
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363598656342
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598657668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598661908
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1363598663257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598667071
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1363598667088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598670705
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1363598672793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598676673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598688047
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1363598689958
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1363598693915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598696959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598713947
