what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683004662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683005334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683009412
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683049060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683053979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683055941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683060045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683066537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683068195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683070158
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683075303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683091852
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1363683096276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683099646
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683100337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683101206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683104032
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683105397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683129124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683130389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683133125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683134028
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683188879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683191136
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683192578
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363683192754
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1363683193358
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1363683193361
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1363683193362
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1363683193367
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1363683193368
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1363683193370
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1363683193372
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1363683193373
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1363683193374
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1363683193376
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1363683193377
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1363683193379
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.402.v201201250306,"org.eclipse.jst.ws.consumption.ui",1363683193381
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.603.v201202012024,"org.eclipse.jst.ws.consumption",1363683193383
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1363683193384
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1363683243203
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1363683243206
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1363683243207
