what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363710309623
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363710309696
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1363710316366
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1363710318814
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363710328908
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363710328975
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1363710331412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363710332813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363710337549
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1363710337554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363710342488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363710349566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363710351459
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363710404862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363710406414
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363710407263
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1363710428898
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363710429368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363710431277
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363710432685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363710434420
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1363710460238
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363710460567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363710514263
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363710514285
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1363710530454
